temperature,humidity,rainfall,visibility,wind_speed,road_condition,traffic_density,current_speed,hour_of_day,recommended_speed,road_condition_code,traffic_density_code
13.5,39.2,0.36,7.92,16.6,dry,low,49.2,11,86.5,0,0
19.5,56.5,0.0,9.17,21.5,dry,high,47.9,23,75.7,0,2
14.3,31.0,3.66,0.74,14.5,ice,medium,101.9,8,19.9,3,1
6.4,44.7,0.0,4.6,10.5,dry,low,42.0,16,56.6,0,0
27.2,96.6,1.82,2.45,23.0,ice,medium,43.7,9,17.0,3,1
13.5,93.1,5.61,4.09,12.3,wet,medium,20.3,6,51.1,1,1
7.0,49.4,0.0,9.24,0.0,dry,low,78.5,21,89.7,0,0
25.9,43.5,1.11,10.0,3.0,snow,medium,38.4,5,56.6,2,1
25.7,79.8,13.14,1.76,15.1,wet,medium,47.7,6,34.4,1,1
36.8,95.3,1.8,8.09,13.3,ice,medium,67.5,0,33.2,3,1
41.9,89.9,0.06,10.0,11.1,dry,medium,78.5,14,77.8,0,1
18.3,67.1,3.79,5.36,13.8,wet,medium,88.0,2,47.9,1,1
25.1,29.7,1.04,8.21,20.6,snow,low,54.4,23,53.3,2,0
34.1,82.3,1.67,3.05,12.6,ice,low,57.1,11,19.2,3,0
10.3,33.7,3.87,0.67,3.1,wet,low,38.0,7,43.8,1,0
10.3,97.0,0.0,10.0,4.3,dry,medium,51.8,1,88.6,0,1
16.2,56.6,0.0,5.13,23.3,dry,low,15.0,22,62.2,0,0
21.4,91.7,0.88,6.25,10.7,wet,medium,27.1,7,54.5,1,1
25.5,45.2,10.81,2.67,4.1,wet,low,90.0,17,38.2,1,0
42.0,79.1,3.48,3.59,19.1,wet,medium,62.0,16,45.2,1,1
25.8,63.9,0.0,10.0,22.2,dry,low,45.5,5,90.4,0,0
13.9,64.2,12.28,3.04,23.3,wet,low,23.8,1,43.3,1,0
44.7,41.6,0.0,8.09,19.7,dry,high,49.6,12,68.9,0,2
39.8,64.1,0.44,7.91,10.0,dry,low,70.7,7,83.9,0,0
28.9,52.9,0.0,8.81,19.9,dry,medium,73.3,18,77.3,0,1
32.7,55.4,0.0,10.0,0.5,dry,high,41.2,7,80.8,0,2
-1.8,72.6,2.09,3.13,8.1,wet,medium,22.4,18,41.2,1,1
39.5,38.3,1.63,8.51,14.3,wet,medium,58.6,11,68.1,1,1
12.3,20.3,0.0,2.76,31.8,dry,low,56.8,2,49.5,0,0
22.9,47.1,0.77,1.47,16.5,wet,medium,26.4,3,34.6,1,1
14.4,77.6,9.7,3.66,22.2,wet,high,51.7,6,41.8,1,2
-1.7,57.4,11.11,2.33,0.0,wet,medium,79.1,8,35.1,1,1
35.5,40.9,4.22,4.66,26.2,snow,high,83.6,15,31.3,2,2
10.4,34.3,0.0,5.06,17.2,dry,medium,63.6,15,57.6,0,1
14.3,58.3,0.39,7.05,18.6,dry,medium,44.8,9,72.5,0,1
12.0,85.7,12.79,1.5,21.2,wet,low,61.1,16,43.7,1,0
27.3,51.3,0.24,10.0,0.0,dry,medium,33.8,11,87.7,0,1
28.0,69.1,4.73,0.41,16.1,wet,medium,50.7,16,31.7,1,1
-1.5,89.0,0.16,8.05,19.9,dry,medium,38.8,16,78.4,0,1
40.7,79.3,0.14,10.0,4.7,dry,medium,57.7,2,87.5,0,1
0.1,51.4,4.33,3.47,4.3,ice,medium,60.4,11,21.6,3,1
33.2,85.2,1.44,4.43,17.7,wet,medium,28.4,4,41.2,1,1
34.6,46.9,0.03,7.54,22.2,dry,high,57.0,15,60.0,0,2
13.2,77.9,0.81,10.0,5.2,wet,high,82.5,11,61.0,1,2
19.9,20.7,8.17,2.21,3.3,wet,medium,72.1,2,35.1,1,1
29.9,100.0,0.0,4.07,0.0,dry,medium,45.1,3,58.2,0,1
43.4,27.9,0.48,6.64,3.6,ice,high,65.9,12,25.8,3,2
42.2,83.7,0.04,10.0,7.8,dry,high,45.2,6,75.2,0,2
41.5,40.8,0.0,8.71,20.2,dry,medium,69.9,20,80.2,0,1
-0.7,48.1,0.0,5.4,4.1,dry,high,32.4,16,55.9,0,2
15.1,60.6,2.18,0.86,9.3,ice,medium,38.0,19,16.1,3,1
8.7,52.3,4.71,7.43,7.9,snow,medium,59.2,22,44.0,2,1
-3.3,69.9,14.82,3.09,18.3,wet,low,103.5,18,42.1,1,0
42.8,44.1,0.0,2.7,25.3,dry,medium,48.3,5,41.5,0,1
40.8,33.8,2.69,1.66,13.0,ice,high,67.9,0,19.0,3,2
33.6,83.7,0.0,7.23,14.9,dry,medium,38.0,12,79.0,0,1
16.6,86.0,2.09,0.2,26.5,snow,low,78.9,9,26.5,2,0
21.8,31.5,1.98,10.0,16.2,wet,low,50.9,10,75.0,1,0
10.3,22.2,0.0,1.52,11.1,dry,low,57.1,17,46.9,0,0
-1.4,33.7,0.0,10.0,0.8,dry,medium,64.2,13,91.7,0,1
28.5,49.3,0.0,8.6,14.2,dry,medium,57.5,18,82.3,0,1
30.2,82.9,4.99,0.2,5.0,snow,high,68.7,22,26.3,2,2
37.3,65.1,3.53,1.19,7.9,ice,high,49.2,15,20.5,3,2
14.6,28.2,0.0,0.2,14.0,dry,medium,52.9,20,40.8,0,1
3.7,21.9,12.62,6.34,22.6,wet,medium,53.4,12,57.2,1,1
44.3,78.1,0.0,5.75,33.0,dry,medium,17.1,21,61.8,0,1
31.6,92.0,0.0,8.85,22.2,dry,high,47.5,4,70.7,0,2
9.1,22.7,0.16,5.35,18.9,ice,low,53.4,12,27.4,3,0
32.1,85.5,4.86,0.2,20.6,snow,low,70.9,15,30.9,2,0
28.7,82.7,13.14,8.18,19.4,wet,low,44.0,10,73.6,1,0
23.0,39.3,0.0,4.48,19.7,dry,medium,93.1,13,57.6,0,1
-4.7,71.4,7.92,5.28,9.9,wet,low,74.0,22,50.0,1,0
-0.0,72.2,0.0,10.0,7.1,dry,low,68.3,17,93.2,0,0
36.8,71.9,0.3,2.05,1.3,dry,high,51.4,9,39.9,0,2
22.3,23.4,1.75,5.71,26.3,wet,medium,70.6,2,52.9,1,1
12.8,59.5,0.0,8.47,26.7,dry,low,12.6,6,76.4,0,0
41.0,67.4,4.18,8.76,27.4,snow,medium,54.0,5,47.3,2,1
28.2,38.9,2.47,3.37,0.0,wet,medium,91.6,14,37.7,1,1
2.5,63.9,0.0,10.0,8.3,dry,medium,65.5,13,82.2,0,1
27.2,61.7,0.0,8.62,2.6,dry,medium,71.7,3,78.6,0,1
27.2,80.5,3.45,1.55,17.7,wet,medium,45.8,5,35.6,1,1
42.5,50.4,0.0,3.81,22.4,dry,medium,33.7,12,49.5,0,1
18.5,76.4,0.0,8.08,18.4,dry,high,70.2,20,68.5,0,2
19.1,65.1,1.55,10.0,11.0,ice,high,73.4,19,34.2,3,2
13.0,31.5,0.0,10.0,13.2,dry,low,56.7,3,96.8,0,0
-0.4,44.6,0.09,8.97,6.9,dry,low,22.6,9,86.0,0,0
27.1,78.9,0.0,10.0,18.6,dry,low,95.0,11,92.7,0,0
7.3,99.6,14.25,4.28,6.4,wet,medium,46.1,8,51.9,1,1
6.3,88.4,0.37,6.64,23.2,dry,high,24.2,5,56.2,0,2
5.0,81.9,9.13,6.5,8.4,wet,high,65.1,21,52.9,1,2
15.4,97.2,11.08,2.76,18.5,wet,medium,42.0,21,39.2,1,1
17.5,46.4,0.0,10.0,8.7,dry,medium,53.5,18,82.7,0,1
-2.0,71.2,13.53,7.08,10.0,wet,medium,46.9,15,59.9,1,1
14.6,84.6,0.0,3.75,16.7,dry,medium,67.1,20,54.5,0,1
35.3,42.2,0.28,9.01,10.6,dry,medium,14.4,2,89.2,0,1
7.9,49.6,14.36,0.2,12.8,wet,medium,79.8,10,35.0,1,1
8.6,44.5,0.29,10.0,28.1,dry,medium,27.8,8,84.5,0,1
0.8,38.0,0.15,8.97,13.6,dry,low,84.7,3,86.0,0,0
16.5,42.2,9.22,4.95,8.2,wet,medium,40.3,12,47.0,1,1
33.5,85.5,8.85,0.2,21.3,wet,medium,64.9,5,33.3,1,1
33.2,34.0,0.0,10.0,22.6,dry,low,48.2,20,91.3,0,0
38.5,28.5,0.0,7.4,2.8,dry,low,57.5,17,80.7,0,0
9.8,49.3,0.38,4.9,1.8,ice,low,26.0,7,28.9,3,0
3.8,90.6,0.0,6.69,17.1,dry,medium,60.9,11,60.4,0,1
37.6,59.0,0.34,8.63,31.2,dry,low,39.0,7,86.9,0,0
26.5,79.7,0.25,10.0,9.5,dry,low,44.8,19,101.6,0,0
41.3,30.5,13.16,8.96,21.2,wet,low,73.6,0,74.6,1,0
19.7,47.2,0.29,6.5,28.4,dry,low,31.3,19,69.9,0,0
0.6,77.1,0.0,8.96,23.8,dry,medium,48.0,19,81.4,0,1
-2.3,42.7,2.01,0.73,7.9,snow,low,32.5,2,26.1,2,0
42.2,48.2,3.7,0.25,29.5,ice,low,68.3,23,19.1,3,0
7.6,89.2,0.02,5.2,0.0,dry,high,50.8,0,52.8,0,2
-3.0,22.8,13.36,5.77,15.9,wet,medium,47.4,13,57.8,1,1
24.0,59.9,3.63,2.28,15.6,snow,low,65.1,0,27.1,2,0
-4.0,24.7,7.41,6.25,6.1,wet,low,31.2,3,61.8,1,0
6.2,21.2,6.68,0.88,0.0,wet,medium,58.7,21,37.9,1,1
22.8,85.1,4.13,6.9,11.1,ice,high,48.1,17,26.9,3,2
17.0,92.7,0.0,6.25,0.0,dry,medium,102.9,20,68.0,0,1
19.9,99.8,0.36,0.2,0.0,dry,medium,19.2,3,43.0,0,1
32.7,96.3,2.06,1.22,14.2,ice,medium,59.0,18,19.1,3,1
5.4,83.7,4.6,0.2,19.5,snow,medium,69.4,20,27.9,2,1
28.5,48.1,1.56,10.0,27.7,snow,medium,53.5,15,49.6,2,1
0.9,83.1,0.0,10.0,21.6,dry,low,42.7,17,91.8,0,0
16.5,61.3,3.11,10.0,7.1,wet,high,46.5,19,62.9,1,2
39.0,42.0,0.42,6.94,11.4,dry,high,41.4,4,68.4,0,2
27.9,37.0,0.0,6.89,9.0,dry,medium,61.3,11,71.2,0,1
41.5,30.9,0.18,8.64,6.6,dry,medium,68.1,0,81.1,0,1
41.5,37.1,2.66,3.29,26.1,snow,high,39.7,0,22.8,2,2
32.7,99.9,6.65,6.56,5.0,wet,medium,79.0,12,59.2,1,1
16.4,60.6,7.16,4.17,6.4,wet,low,53.8,12,47.9,1,0
10.5,84.1,8.15,0.51,21.1,wet,low,62.9,23,40.6,1,0
39.5,38.9,4.55,3.72,13.0,wet,low,76.1,6,43.7,1,0
27.4,78.9,3.45,3.72,18.1,ice,medium,50.2,8,21.1,3,1
44.2,49.3,4.87,1.54,31.2,wet,low,83.0,9,37.3,1,0
-3.7,21.7,0.0,3.56,14.6,dry,high,85.5,20,49.4,0,2
-0.8,87.6,0.18,10.0,22.4,dry,low,37.1,14,90.1,0,0
-4.7,52.4,3.55,6.32,13.2,ice,low,26.5,20,30.9,3,0
35.7,96.1,0.0,7.44,20.5,dry,high,33.1,4,66.3,0,2
24.6,31.7,10.48,0.2,8.3,wet,medium,105.8,3,43.2,1,1
41.8,48.3,0.0,9.86,32.4,dry,medium,70.2,0,82.3,0,1
21.4,43.7,14.87,3.54,7.0,wet,medium,44.5,8,43.1,1,1
7.9,56.4,0.01,5.8,17.8,dry,low,38.4,14,75.5,0,0
32.6,78.4,12.25,1.03,8.5,wet,medium,81.2,23,35.4,1,1
18.9,48.7,2.38,7.36,6.5,snow,high,73.9,3,37.0,2,2
-3.5,29.7,0.0,3.4,0.0,dry,low,39.4,19,54.9,0,0
27.3,87.2,0.11,4.22,16.5,dry,medium,79.3,11,57.8,0,1
13.8,95.8,0.2,5.82,18.1,dry,medium,67.9,21,61.3,0,1
29.8,31.7,6.13,2.01,7.7,wet,medium,79.6,8,34.0,1,1
11.3,25.9,4.38,1.8,14.9,ice,low,63.5,18,21.1,3,0
6.3,40.0,2.45,0.59,7.1,ice,medium,17.5,6,18.0,3,1
38.9,43.8,0.01,10.0,9.8,dry,medium,99.9,12,84.8,0,1
-3.3,75.3,14.17,10.0,12.2,wet,medium,39.6,15,67.3,1,1
26.5,38.3,0.0,8.31,6.8,dry,low,44.9,14,82.9,0,0
27.7,63.2,1.41,4.52,22.6,ice,low,68.1,0,26.4,3,0
0.0,49.7,0.12,10.0,18.0,dry,medium,75.2,19,88.4,0,1
43.7,98.6,0.0,10.0,19.0,dry,low,101.4,8,95.5,0,0
25.2,99.8,0.07,10.0,17.9,dry,high,64.2,19,74.8,0,2
21.4,34.4,4.03,0.2,13.4,snow,low,52.1,6,25.9,2,0
42.0,78.8,0.04,10.0,15.5,dry,medium,63.3,5,86.4,0,1
-3.9,67.7,0.0,10.0,12.8,dry,low,16.3,7,88.9,0,0
18.3,73.9,4.11,0.39,30.0,wet,high,51.9,20,32.3,1,2
44.6,96.3,0.48,4.55,8.3,dry,high,37.5,21,53.1,0,2
14.8,88.7,4.03,3.89,8.6,snow,low,51.7,21,36.3,2,0
8.7,85.3,0.23,10.0,5.1,dry,medium,22.4,20,93.7,0,1
11.4,22.0,0.0,6.84,19.1,dry,medium,44.0,15,65.8,0,1
-4.7,94.3,0.83,8.02,6.5,dry,medium,20.4,11,75.4,0,1
44.3,58.2,1.2,10.0,10.4,snow,low,40.3,14,54.4,2,0
18.6,63.2,6.95,3.77,9.5,wet,high,10.0,4,41.5,1,2
5.9,55.5,0.0,8.47,22.3,dry,medium,23.1,10,78.7,0,1
28.6,49.0,0.0,6.78,22.8,dry,low,47.0,7,73.3,0,0
32.0,40.4,0.0,9.91,12.5,dry,high,29.0,21,79.8,0,2
37.6,63.7,1.29,7.58,0.0,wet,low,70.6,8,67.3,1,0
25.4,37.3,10.0,0.44,5.2,wet,high,85.8,12,36.0,1,2
4.7,64.5,0.0,10.0,16.1,dry,low,54.2,1,91.7,0,0
-4.6,80.9,0.52,8.48,27.3,dry,high,33.8,8,65.3,0,2
40.0,67.4,1.09,3.16,8.9,dry,high,94.0,18,42.0,0,2
-2.7,50.5,13.0,6.67,11.2,wet,medium,74.1,21,56.3,1,1
37.3,63.2,0.0,5.77,11.4,dry,low,87.5,15,66.2,0,0
-0.5,42.8,6.05,2.81,12.8,wet,medium,30.0,17,40.4,1,1
26.5,65.7,4.71,0.2,4.9,ice,medium,51.9,23,15.1,3,1
37.4,80.7,8.56,2.93,22.0,wet,low,55.8,18,41.5,1,0
12.9,40.8,0.0,8.75,26.4,dry,high,67.7,5,69.2,0,2
29.3,96.2,0.0,4.05,3.3,dry,medium,42.2,18,53.0,0,1
14.2,50.1,3.38,0.2,0.0,snow,medium,66.1,16,21.9,2,1
-0.6,76.8,0.35,9.26,2.3,dry,high,70.2,15,75.9,0,2
2.9,46.8,0.0,2.29,14.9,dry,low,64.0,23,48.4,0,0
-1.4,71.6,0.08,8.86,23.0,dry,low,48.9,19,87.0,0,0
39.0,80.9,0.07,7.95,11.6,dry,medium,19.4,11,78.5,0,1
12.2,61.3,3.12,8.01,23.2,ice,high,92.6,10,26.6,3,2
24.6,97.9,0.17,8.48,25.4,dry,low,20.3,18,90.0,0,0
39.8,69.3,2.16,6.67,11.7,snow,medium,82.1,13,44.8,2,1
22.1,71.9,3.86,0.2,16.5,snow,high,57.4,18,23.7,2,2
13.9,22.3,2.69,4.43,23.7,ice,medium,74.6,16,22.9,3,1
33.9,50.2,2.75,7.91,10.9,snow,medium,70.6,10,50.3,2,1
40.1,84.5,3.4,5.14,20.9,snow,high,20.6,14,34.5,2,2
38.1,39.7,0.0,6.93,6.1,dry,high,61.3,16,64.0,0,2
38.8,42.3,0.0,8.21,20.5,dry,high,73.3,8,68.3,0,2
16.2,91.5,0.11,9.24,7.4,snow,medium,24.6,17,53.3,2,1
10.5,42.5,0.04,8.62,13.1,dry,high,46.9,4,70.4,0,2
44.3,64.4,4.43,5.48,0.0,wet,medium,59.2,20,54.5,1,1
-2.5,62.2,0.07,7.77,35.0,dry,low,79.3,0,81.5,0,0
40.2,26.4,1.63,7.96,24.0,ice,high,25.0,15,30.5,3,2
33.6,89.7,0.0,1.9,13.5,dry,medium,23.7,20,47.1,0,1
20.1,85.8,1.93,9.2,36.4,ice,high,89.8,16,24.8,3,2
23.8,32.8,8.43,4.86,13.0,wet,medium,41.4,13,50.5,1,1
21.0,44.1,3.07,1.57,3.9,wet,medium,37.0,9,37.3,1,1
32.7,88.8,4.57,3.38,34.4,ice,medium,37.4,12,21.0,3,1
6.3,31.8,8.29,4.95,0.0,wet,low,40.0,11,58.8,1,0
19.6,53.2,0.0,8.87,12.8,dry,low,45.5,5,91.9,0,0
38.9,60.7,0.03,6.06,3.0,dry,medium,41.1,9,70.1,0,1
29.2,83.8,0.06,7.51,13.1,dry,low,62.7,3,82.4,0,0
26.8,56.1,3.07,9.66,23.7,snow,low,21.2,4,57.6,2,0
5.0,76.1,0.0,6.48,6.9,dry,medium,42.8,9,75.6,0,1
19.4,44.0,0.55,10.0,13.7,dry,medium,32.9,7,87.0,0,1
25.8,46.1,0.0,6.85,25.0,dry,high,22.4,13,61.3,0,2
37.7,54.9,2.96,2.36,25.7,ice,high,61.6,1,16.2,3,2
2.8,73.5,13.13,4.04,4.9,wet,low,73.5,11,53.8,1,0
10.1,50.3,2.56,1.69,16.2,ice,low,79.9,3,21.9,3,0
2.4,82.7,1.66,8.12,31.5,ice,medium,47.8,6,30.8,3,1
30.2,98.9,0.0,9.6,25.4,dry,low,55.4,17,87.7,0,0
4.6,27.7,0.1,10.0,19.8,dry,medium,42.3,3,82.0,0,1
5.1,98.0,0.82,7.7,21.3,dry,medium,44.1,18,75.9,0,1
9.6,80.6,0.0,7.59,4.0,dry,medium,38.8,6,74.7,0,1
28.5,31.7,10.21,1.57,5.5,wet,low,27.8,6,36.2,1,0
29.2,78.1,4.66,0.2,1.9,snow,high,83.0,13,27.1,2,2
32.1,69.4,0.0,6.21,20.0,dry,high,26.8,10,57.4,0,2
38.3,28.7,0.0,0.81,15.0,dry,medium,62.2,11,42.9,0,1
12.0,90.1,3.78,4.04,22.0,ice,medium,40.1,12,28.2,3,1
16.9,51.6,0.0,8.2,6.7,dry,medium,88.0,1,77.2,0,1
2.9,37.0,0.16,9.52,16.2,dry,low,42.7,18,84.2,0,0
34.3,94.1,0.57,8.32,20.7,dry,medium,57.3,13,75.2,0,1
42.2,76.2,4.43,8.31,12.7,snow,low,50.1,8,53.6,2,0
2.4,96.4,0.01,10.0,11.4,dry,medium,36.5,19,92.1,0,1
-5.0,61.7,13.66,3.3,37.0,wet,high,62.2,22,35.0,1,2
37.7,94.4,0.0,10.0,28.1,dry,high,104.7,19,73.6,0,2
36.3,64.0,0.57,10.0,8.5,dry,low,18.0,16,94.0,0,0
-3.0,95.3,0.0,8.13,0.0,dry,medium,34.5,14,78.2,0,1
33.0,74.7,0.24,8.85,16.5,dry,low,66.0,19,85.7,0,0
25.1,55.4,2.28,0.2,13.3,snow,low,48.9,19,27.6,2,0
40.6,75.1,0.0,8.58,14.6,dry,high,50.8,18,65.7,0,2
27.9,59.3,0.31,8.0,8.7,dry,medium,63.0,10,77.9,0,1
15.4,64.5,14.42,0.94,24.0,wet,low,51.8,1,38.0,1,0
-1.9,27.3,8.08,0.2,0.0,wet,medium,22.7,9,40.1,1,1
33.3,96.2,0.0,8.91,18.1,dry,medium,17.8,3,84.1,0,1
17.1,93.5,0.11,9.62,10.4,dry,low,48.9,19,90.1,0,0
15.6,56.4,0.13,3.54,8.7,ice,medium,50.2,1,23.2,3,1
34.3,63.6,0.13,10.0,38.8,dry,medium,84.0,2,83.7,0,1
2.7,94.5,9.88,4.94,13.0,wet,medium,50.5,15,44.2,1,1
33.2,70.6,3.45,3.65,14.5,snow,high,80.6,1,28.5,2,2
6.0,28.5,0.25,8.74,12.6,dry,low,44.8,23,89.7,0,0
12.2,51.9,0.0,10.0,14.0,dry,high,71.6,11,72.0,0,2
2.4,58.0,11.9,10.0,37.8,wet,medium,58.1,1,70.7,1,1
3.7,57.9,14.84,2.12,0.0,wet,medium,52.0,9,41.3,1,1
3.3,58.5,0.51,6.03,0.0,dry,low,51.2,17,71.7,0,0
37.3,90.8,0.0,7.46,23.9,dry,medium,44.2,8,75.3,0,1
35.6,94.7,0.64,2.56,4.2,ice,low,13.3,11,15.4,3,0
44.6,64.8,11.11,0.2,14.6,wet,high,50.6,5,32.3,1,2
15.1,93.3,0.72,2.05,3.6,wet,low,18.9,4,42.0,1,0
23.4,72.9,0.0,9.09,9.3,dry,low,51.1,5,89.8,0,0
38.2,41.1,0.0,8.84,28.8,dry,high,43.2,0,72.0,0,2
21.7,58.3,0.0,4.95,12.0,dry,low,75.5,18,63.9,0,0
3.4,76.4,0.0,9.7,24.4,dry,low,49.0,14,89.7,0,0
6.6,49.0,12.36,0.2,17.2,wet,medium,47.7,21,35.1,1,1
-1.5,78.6,0.25,10.0,20.6,dry,medium,95.6,9,82.8,0,1
15.1,57.7,0.38,5.65,8.9,dry,medium,46.2,21,65.4,0,1
25.6,83.4,0.0,8.13,2.8,dry,high,65.3,1,73.6,0,2
10.4,72.5,0.42,9.29,6.5,dry,low,57.4,14,87.0,0,0
12.2,41.0,4.19,0.2,21.3,wet,low,78.5,0,37.9,1,0
32.7,80.2,0.0,1.26,6.8,dry,low,57.0,7,49.1,0,0
25.9,48.8,0.69,10.0,28.5,dry,low,75.6,4,94.0,0,0
31.8,39.4,0.08,0.2,19.1,snow,medium,66.2,21,30.6,2,1
27.0,30.9,0.01,10.0,18.5,dry,high,79.1,14,72.7,0,2
26.1,62.7,0.18,6.61,20.5,dry,high,33.7,8,58.6,0,2
12.0,69.8,3.39,3.77,9.5,ice,medium,55.5,20,22.9,3,1
10.0,64.0,0.0,10.0,23.7,dry,high,59.2,2,71.0,0,2
44.5,49.9,0.87,8.96,10.2,wet,medium,38.6,11,72.2,1,1
37.3,36.2,10.45,1.32,7.4,wet,low,61.4,17,37.1,1,0
36.0,79.8,4.08,2.68,25.8,snow,low,65.9,14,29.2,2,0
0.8,38.4,0.7,1.37,22.9,wet,low,39.6,2,40.2,1,0
5.0,45.6,0.11,5.41,14.4,dry,medium,46.1,16,62.0,0,1
12.0,96.6,4.32,10.0,28.3,wet,medium,99.3,16,66.7,1,1
14.3,54.3,0.17,6.76,8.8,dry,low,52.6,5,79.4,0,0
3.8,63.7,0.0,10.0,26.7,dry,low,91.3,4,97.8,0,0
21.7,26.1,0.0,6.7,14.0,dry,medium,65.5,7,72.8,0,1
1.3,76.3,0.32,9.98,21.0,dry,low,111.0,6,90.6,0,0
12.4,49.0,0.0,8.29,0.0,dry,low,59.3,4,85.8,0,0
23.7,72.8,0.0,8.94,28.7,dry,low,72.1,3,85.5,0,0
34.9,91.6,2.74,1.49,14.1,ice,medium,73.9,15,16.0,3,1
44.5,54.3,1.1,8.6,16.9,snow,medium,94.8,14,45.9,2,1
-3.2,91.1,2.67,4.83,18.4,snow,medium,55.4,7,34.9,2,1
32.4,52.7,0.0,2.6,4.1,dry,low,66.9,10,47.9,0,0
17.7,53.4,0.0,1.73,24.5,dry,medium,47.9,12,41.1,0,1
39.9,81.1,10.68,2.83,21.4,wet,medium,31.1,20,33.4,1,1
0.5,95.7,7.03,0.2,30.7,wet,medium,46.1,23,37.0,1,1
0.8,77.4,0.0,8.44,9.2,dry,low,58.5,5,85.7,0,0
30.7,87.7,1.97,9.18,0.0,ice,low,45.3,15,40.9,3,0
-4.0,58.7,0.61,8.3,16.5,dry,medium,52.3,10,82.3,0,1
3.5,75.2,0.0,5.71,3.9,dry,medium,62.2,13,68.6,0,1
10.5,54.9,0.3,9.29,27.9,dry,medium,73.8,21,76.1,0,1
26.2,78.4,14.63,2.94,19.4,wet,medium,48.4,22,40.3,1,1
38.7,36.6,0.15,4.77,16.8,dry,medium,59.5,16,53.8,0,1
16.9,90.0,1.02,5.22,5.6,wet,low,74.0,2,59.8,1,0
7.1,39.0,0.0,6.01,17.0,dry,high,71.5,6,57.7,0,2
-1.9,88.9,0.14,8.63,26.8,dry,medium,34.7,3,71.3,0,1
7.6,68.4,12.43,4.62,2.0,wet,low,44.0,8,55.2,1,0
13.1,55.6,0.13,6.04,43.4,dry,medium,96.7,0,64.3,0,1
25.7,58.6,0.49,9.38,24.3,dry,medium,45.8,19,84.0,0,1
44.2,47.8,0.03,9.69,18.1,dry,medium,42.2,18,85.2,0,1
1.7,61.4,0.9,9.6,28.3,snow,medium,63.2,18,51.0,2,1
31.4,70.7,0.0,10.0,15.3,dry,high,30.3,20,75.1,0,2
6.0,21.7,4.64,6.94,18.3,wet,low,81.8,4,68.3,1,0
4.8,69.1,2.12,0.2,13.5,snow,high,55.7,14,18.1,2,2
7.9,21.8,0.94,9.42,13.6,ice,high,54.8,23,29.6,3,2
29.1,26.8,0.0,8.54,25.2,dry,high,35.5,4,69.3,0,2
31.5,59.2,3.46,0.2,16.9,snow,low,39.7,19,34.4,2,0
-1.7,40.4,0.4,1.68,26.2,dry,medium,49.1,21,38.9,0,1
34.1,33.5,2.68,4.97,12.2,ice,medium,68.1,16,26.6,3,1
8.8,48.3,0.38,2.89,15.6,dry,high,30.4,4,40.1,0,2
26.2,27.2,0.0,7.5,37.2,dry,low,59.0,23,76.7,0,0
6.5,51.4,6.32,4.9,0.0,wet,low,59.4,5,50.8,1,0
10.9,22.2,12.78,1.42,22.1,wet,high,77.9,17,30.6,1,2
44.8,37.8,0.03,6.26,19.2,dry,medium,44.9,3,67.0,0,1
41.4,54.1,7.19,2.03,20.8,wet,medium,15.5,22,33.4,1,1
9.1,95.8,0.74,6.82,18.4,snow,medium,58.9,18,46.4,2,1
37.3,88.8,4.44,7.23,18.5,snow,medium,86.9,14,46.8,2,1
10.5,38.0,0.19,5.51,12.3,dry,low,43.9,10,70.1,0,0
33.7,39.0,0.0,10.0,14.0,dry,low,40.5,0,95.7,0,0
0.2,34.7,0.0,7.76,26.7,dry,high,18.9,8,71.3,0,2
2.4,37.4,0.0,6.54,23.2,dry,low,85.1,10,78.8,0,0
29.0,81.9,0.0,10.0,19.5,dry,low,42.6,12,88.4,0,0
18.2,44.9,12.0,2.9,12.6,wet,medium,55.5,8,37.0,1,1
13.0,76.2,4.56,1.41,27.4,snow,medium,70.5,19,27.3,2,1
29.1,81.4,0.0,4.34,12.8,dry,low,76.1,15,59.9,0,0
12.0,75.1,0.34,8.78,9.3,dry,high,61.6,6,69.3,0,2
28.6,74.8,6.97,2.09,19.0,wet,medium,81.0,4,27.6,1,1
-0.8,70.0,1.86,7.28,12.7,snow,low,56.6,23,47.4,2,0
34.0,48.1,2.3,1.21,15.1,ice,medium,62.4,9,13.8,3,1
-2.7,54.4,0.0,3.32,0.0,dry,medium,30.5,6,50.8,0,1
21.8,31.4,3.41,0.2,27.1,snow,medium,44.2,17,30.9,2,1
37.2,28.1,0.0,10.0,8.3,dry,medium,36.7,3,90.9,0,1
13.8,97.3,0.0,9.05,3.2,dry,medium,59.8,7,81.1,0,1
7.4,70.5,9.82,0.55,6.5,wet,low,40.9,10,40.4,1,0
40.1,35.4,0.64,10.0,10.7,dry,low,18.5,11,90.7,0,0
35.3,64.8,0.4,9.1,10.4,dry,low,49.9,5,91.3,0,0
7.9,22.8,0.41,6.75,32.4,dry,high,64.1,13,58.3,0,2
43.5,59.7,1.67,2.98,6.2,snow,medium,47.2,17,30.2,2,1
-4.1,79.3,4.03,0.2,12.7,snow,low,60.4,12,27.4,2,0
22.0,79.5,3.57,6.54,18.8,snow,medium,74.2,7,42.2,2,1
25.0,39.5,0.0,6.86,4.3,dry,medium,58.4,21,71.0,0,1
26.4,34.2,2.55,0.2,24.9,snow,high,23.5,17,21.7,2,2
6.0,64.0,0.0,3.67,18.0,dry,low,37.7,23,53.1,0,0
13.0,76.5,0.0,10.0,2.7,dry,high,70.0,3,79.8,0,2
